label,left_elbow,right_elbow,left_knee,right_knee,shoulder_distance,left_arm_length,right_arm_length
bicep_curl,97.24,108.82,140.82,165.09,0.3042,0.9588,1.0305
bicep_curl,99.51,109.4,140.46,165.3,0.3075,0.9895,1.0362
bicep_curl,100.22,110.34,139.29,164.58,0.3098,0.9875,1.0416
bicep_curl,108.49,114.16,138.56,163.03,0.3129,1.0023,1.0462
bicep_curl,110.64,115.43,139.08,162.23,0.3136,0.9989,1.0512
bicep_curl,108.82,113.99,140.7,159.55,0.3036,0.9458,1.0256
bicep_curl,105.49,113.65,140.4,158.12,0.3008,0.8961,1.0057
bicep_curl,88.64,113.2,141.5,159.29,0.2875,0.6712,0.8435
bicep_curl,87.88,113.74,142.13,155.09,0.2868,0.6427,0.8033
bicep_curl,88.16,109.25,143.62,154.05,0.2864,0.6409,0.7308
bicep_curl,92.84,104.76,143.65,153.33,0.2868,0.6429,0.6705
bicep_curl,93.11,107.97,142.62,155.61,0.2857,0.6325,0.692
bicep_curl,100.72,115.37,141.67,156.04,0.2836,0.643,0.6558
bicep_curl,110.27,118.62,143.69,155.44,0.2802,0.6492,0.6724
bicep_curl,110.04,107.28,144.87,156.44,0.2775,0.6557,0.7005
bicep_curl,107.37,104.9,141.72,151.04,0.2729,0.6639,0.7034
bicep_curl,103.85,110.66,142.2,152.58,0.2747,0.6431,0.6623
bicep_curl,103.34,103.32,140.63,155.19,0.2775,0.6637,0.6618
bicep_curl,98.69,103.61,137.04,156.17,0.2754,0.6775,0.6563
bicep_curl,85.39,93.0,141.68,155.21,0.2757,0.6847,0.6338
bicep_curl,100.37,101.74,143.49,155.68,0.2787,0.7805,0.7397
bicep_curl,114.71,106.9,142.38,156.2,0.281,0.9111,0.8083
bicep_curl,119.53,107.36,140.22,152.85,0.2819,0.9929,0.8308
bicep_curl,119.66,111.5,140.41,156.75,0.2907,1.0132,0.8959
bicep_curl,115.38,118.16,141.31,163.83,0.3162,1.0165,1.0452
bicep_curl,111.41,115.3,140.52,165.16,0.3069,1.0031,1.0371
bicep_curl,109.45,113.52,140.1,164.3,0.3015,0.9687,1.0419
bicep_curl,102.26,112.06,139.71,164.08,0.31,0.9046,1.0368
bicep_curl,91.69,108.75,140.88,164.0,0.3066,0.8483,1.0047
bicep_curl,88.57,109.3,140.76,165.37,0.3109,0.8433,1.0045
bicep_curl,86.41,108.68,141.49,165.82,0.3114,0.8338,0.9957
bicep_curl,85.09,108.1,141.46,166.47,0.3134,0.8287,0.9898
bicep_curl,83.86,107.18,140.79,165.23,0.3126,0.8185,0.9924
bicep_curl,83.14,106.61,140.57,164.78,0.3119,0.8136,0.9936
bicep_curl,84.53,106.11,141.19,165.76,0.3089,0.8222,0.9885
bicep_curl,86.08,105.66,141.12,165.81,0.3078,0.8313,0.9879
bicep_curl,85.25,104.95,141.81,166.01,0.3057,0.8255,0.9813
bicep_curl,85.98,104.5,141.98,164.96,0.3086,0.8179,0.9928
bicep_curl,86.52,105.0,141.96,163.4,0.3065,0.8027,1.0086
bicep_curl,108.66,111.25,140.33,160.27,0.3126,0.9336,1.001
bicep_curl,113.83,113.6,139.36,157.52,0.3066,0.9535,1.0011
bicep_curl,116.37,103.7,138.54,155.97,0.3019,0.9585,0.8243
bicep_curl,109.6,107.65,141.85,158.36,0.2918,0.7643,0.7174
bicep_curl,101.73,100.01,144.22,154.38,0.2941,0.6653,0.556
bicep_curl,102.37,104.34,143.88,155.74,0.2906,0.6403,0.5924
bicep_curl,101.56,115.88,147.18,155.74,0.2905,0.6172,0.5929
bicep_curl,104.46,118.57,144.95,155.72,0.2899,0.6152,0.5851
bicep_curl,126.02,120.98,142.89,153.96,0.2913,0.6143,0.6355
bicep_curl,126.61,119.87,141.89,153.6,0.2923,0.6119,0.6398
bicep_curl,130.59,121.74,143.91,150.58,0.2925,0.6006,0.6219
bicep_curl,133.93,123.14,141.95,149.99,0.2911,0.6011,0.598
bicep_curl,132.2,114.2,142.44,151.68,0.2923,0.5994,0.5979
bicep_curl,122.71,116.83,143.01,152.62,0.291,0.5966,0.6097
bicep_curl,121.33,119.82,141.39,153.46,0.2904,0.5944,0.5974
bicep_curl,123.72,119.18,141.43,153.84,0.2906,0.5831,0.5845
bicep_curl,124.18,127.66,137.1,155.85,0.2899,0.5841,0.6736
bicep_curl,96.09,115.77,134.35,147.5,0.2903,0.6235,0.5566
bicep_curl,96.54,114.71,132.52,148.55,0.2947,0.6119,0.5432
bicep_curl,98.15,108.32,133.54,150.36,0.296,0.5829,0.5151
bicep_curl,100.17,103.18,135.01,152.58,0.2994,0.5994,0.5806
bicep_curl,107.53,109.13,139.31,157.58,0.3078,0.6284,0.6332
bicep_curl,118.76,115.15,140.91,156.65,0.2921,0.7441,0.6996
bicep_curl,123.96,117.32,144.42,163.97,0.3057,0.9484,0.8381
bicep_curl,114.46,118.95,143.71,165.38,0.3053,0.9002,0.9447
bicep_curl,111.15,118.08,142.69,166.17,0.3021,0.8555,0.9598
bicep_curl,103.71,113.08,142.54,165.78,0.3033,0.8393,0.9447
bicep_curl,92.77,107.98,142.93,168.65,0.3027,0.7615,0.9167
bicep_curl,96.37,106.75,142.96,167.21,0.2958,0.7827,0.9271
bicep_curl,96.83,104.86,144.26,167.07,0.2908,0.8054,0.9219
bicep_curl,100.73,108.94,147.92,166.14,0.284,0.825,0.9486
bicep_curl,102.35,110.7,149.13,166.17,0.2806,0.8369,0.9496
bicep_curl,102.44,111.32,148.51,165.8,0.2803,0.8404,0.9463
bicep_curl,102.99,113.37,147.5,165.4,0.2798,0.8529,0.9563
bicep_curl,103.39,116.89,144.66,165.28,0.2823,0.8805,0.986
bicep_curl,109.98,109.22,143.7,164.47,0.2959,0.9542,0.8908
bicep_curl,116.12,79.18,144.46,167.66,0.2845,1.0238,0.6814
bicep_curl,115.47,87.53,143.68,165.49,0.2855,1.0111,0.7296
bicep_curl,112.19,93.89,143.25,164.43,0.2899,0.9338,0.7412
bicep_curl,115.99,109.82,143.22,160.74,0.2916,0.9365,0.8163
bicep_curl,133.82,113.7,142.97,161.28,0.2988,1.1534,0.8118
bicep_curl,148.37,125.13,125.08,163.87,0.3287,0.8628,0.7679
bicep_curl,144.88,109.95,125.1,144.09,0.2838,0.7161,0.8537
bicep_curl,139.56,111.93,126.89,143.83,0.2823,0.6036,0.6493
bicep_curl,134.89,112.71,124.96,154.29,0.2579,0.6225,0.6098
bicep_curl,135.47,111.17,126.75,153.0,0.2544,0.627,0.6601
bicep_curl,139.92,119.63,131.52,150.87,0.256,0.5985,0.6451
bicep_curl,140.07,125.04,139.81,150.31,0.282,0.6051,0.8162
bicep_curl,118.33,129.54,144.95,156.84,0.2803,0.8534,1.1163
bicep_curl,102.11,116.76,145.98,160.27,0.3096,0.8815,0.9687
bicep_curl,104.53,111.03,141.17,150.34,0.2726,1.036,1.1252
bicep_curl,102.11,109.82,140.05,148.94,0.2628,1.0243,1.1352
bicep_curl,100.4,111.18,142.5,154.3,0.2597,0.9915,1.1024
bicep_curl,103.4,112.61,145.36,158.13,0.2596,0.9959,1.0804
bicep_curl,102.74,112.39,145.34,160.51,0.2589,0.9705,1.0667
bicep_curl,102.09,115.19,145.22,161.19,0.2588,0.9627,1.088
bicep_curl,102.3,111.86,142.8,162.34,0.2688,0.9649,1.0535
bicep_curl,101.49,109.07,142.25,163.05,0.2724,0.9602,1.0303
bicep_curl,101.96,109.58,143.37,160.71,0.2704,0.962,1.0289
bicep_curl,99.61,108.92,143.07,160.77,0.2639,0.9495,1.0276
bicep_curl,99.22,108.84,142.41,159.61,0.2651,0.9544,1.0256
bicep_curl,99.45,109.07,142.19,158.96,0.2662,0.9602,1.0282
bicep_curl,99.18,109.31,142.44,159.66,0.2648,0.9617,1.0325
bicep_curl,98.18,109.15,142.12,159.5,0.2634,0.9551,1.0319
bicep_curl,98.16,107.65,141.28,156.88,0.2673,0.9585,1.0166
bicep_curl,97.4,107.83,140.86,157.9,0.2668,0.9547,1.0215
bicep_curl,97.59,107.8,141.06,158.53,0.2675,0.9592,1.0229
bicep_curl,96.24,105.64,141.9,159.48,0.2677,0.9562,1.0111
bicep_curl,94.65,104.08,141.98,159.58,0.2666,0.9463,1.0068
bicep_curl,96.43,103.48,142.19,159.76,0.2687,0.9661,1.0106
bicep_curl,96.71,103.31,142.3,159.83,0.2686,0.9709,1.0149
bicep_curl,92.42,103.55,142.12,158.48,0.2616,0.9429,1.0387
bicep_curl,90.83,103.45,142.53,159.31,0.2616,0.9335,1.0492
bicep_curl,89.08,103.33,141.27,157.41,0.2633,0.921,1.0709
bicep_curl,88.08,102.44,139.79,156.52,0.2674,0.9128,1.0918
bicep_curl,84.64,101.66,139.83,157.27,0.2705,0.89,1.0828
bicep_curl,82.75,100.94,141.16,157.23,0.2709,0.8759,1.0805
bicep_curl,92.36,108.33,140.12,154.93,0.2758,0.9141,1.1206
bicep_curl,95.96,110.69,137.91,153.41,0.2805,0.9055,1.1174
bicep_curl,97.09,114.98,141.96,154.42,0.2906,0.8497,1.1764
bicep_curl,90.79,110.26,141.2,153.41,0.2997,0.7259,1.0701
bicep_curl,98.79,115.11,140.33,151.03,0.2936,0.7289,1.0549
bicep_curl,112.19,118.15,139.83,150.16,0.2958,0.6835,0.9875
bicep_curl,120.93,115.85,137.88,151.87,0.2961,0.7017,0.942
bicep_curl,122.99,109.57,137.55,151.98,0.2945,0.6512,0.7281
bicep_curl,123.62,109.47,137.78,155.25,0.2936,0.6484,0.7062
bicep_curl,122.19,111.12,136.6,160.3,0.2977,0.6433,0.6994
bicep_curl,131.0,108.02,134.18,160.44,0.3048,0.6446,0.6406
bicep_curl,132.68,100.79,125.29,162.65,0.3262,0.593,0.5149
bicep_curl,134.13,112.11,121.92,153.53,0.3429,0.5997,0.5911
bicep_curl,142.07,119.26,130.53,167.11,0.3666,0.6306,0.6799
bicep_curl,140.71,116.74,133.06,167.99,0.3671,0.6265,0.6724
no_exercise,139.13,110.27,134.4,166.55,0.3601,0.6154,0.61
no_exercise,138.67,106.98,137.16,166.16,0.3523,0.6093,0.5789
no_exercise,141.94,104.76,137.48,163.49,0.3526,0.6185,0.588
no_exercise,143.73,105.0,136.59,162.89,0.3515,0.6198,0.5831
no_exercise,143.78,105.12,135.81,163.03,0.3502,0.6174,0.5932
no_exercise,143.94,105.52,138.09,160.96,0.3484,0.6203,0.5892
no_exercise,143.82,110.01,140.33,158.57,0.3459,0.6512,0.656
no_exercise,144.24,110.11,139.25,156.51,0.3553,0.6666,0.6535
no_exercise,143.56,105.05,139.44,153.18,0.3368,0.6655,0.6408
no_exercise,140.22,104.85,140.12,150.87,0.3297,0.6602,0.6069
no_exercise,134.23,98.17,138.51,151.65,0.3329,0.65,0.6042
no_exercise,126.88,92.37,134.01,145.56,0.337,0.6721,0.6267
no_exercise,129.62,94.77,135.28,144.41,0.3097,0.6722,0.6377
no_exercise,126.69,103.62,136.95,145.84,0.2975,0.6547,0.6228
no_exercise,123.85,97.73,134.84,144.45,0.2928,0.6454,0.6393
no_exercise,119.83,99.44,135.39,145.89,0.2982,0.6447,0.6825
no_exercise,116.59,108.84,134.54,145.1,0.2889,0.6419,0.7204
no_exercise,118.72,109.76,137.33,146.64,0.2881,0.6105,0.6699
no_exercise,117.66,109.77,138.43,146.03,0.2863,0.6126,0.6485
no_exercise,117.35,117.52,137.29,146.84,0.2839,0.647,0.7076
no_exercise,116.75,114.76,137.95,147.4,0.2838,0.6456,0.6752
no_exercise,117.55,118.88,136.72,148.75,0.2846,0.6473,0.6929
no_exercise,116.69,114.37,136.34,146.89,0.286,0.6539,0.6753
no_exercise,116.97,113.43,135.89,147.05,0.2883,0.6626,0.6659
no_exercise,114.15,106.36,136.14,146.4,0.2827,0.6516,0.6422
no_exercise,115.04,103.48,137.89,149.03,0.2818,0.6241,0.5786
no_exercise,115.38,110.01,138.14,147.08,0.281,0.6236,0.5908
no_exercise,118.73,114.02,140.75,147.75,0.2833,0.6187,0.6001
no_exercise,117.87,114.56,140.6,152.07,0.2899,0.6467,0.6007
no_exercise,116.51,116.04,142.28,155.38,0.2949,0.6602,0.597
no_exercise,112.75,115.2,141.52,154.73,0.3016,0.6654,0.6035
no_exercise,113.66,114.01,142.13,156.83,0.312,0.6649,0.6063
no_exercise,111.67,110.82,140.6,153.86,0.3031,0.6462,0.5826
no_exercise,109.09,108.51,139.58,150.82,0.3104,0.6409,0.5855
no_exercise,109.39,108.46,139.96,152.71,0.3147,0.6441,0.5932
no_exercise,107.22,109.2,139.41,152.5,0.2935,0.6574,0.6037
no_exercise,111.57,108.98,141.35,156.33,0.2966,0.6531,0.5948
no_exercise,114.04,111.95,144.19,161.01,0.297,0.6429,0.589
no_exercise,114.36,113.58,145.45,160.88,0.3008,0.6408,0.5868
no_exercise,112.21,113.35,147.08,162.52,0.3046,0.6269,0.5825
no_exercise,110.11,111.65,148.25,164.03,0.3114,0.6254,0.5839
no_exercise,109.12,111.5,147.14,163.85,0.3191,0.6279,0.5831
no_exercise,109.66,109.85,143.98,157.39,0.3237,0.6404,0.5883
no_exercise,110.38,107.6,136.35,156.24,0.3359,0.6531,0.6101
no_exercise,109.79,109.6,135.15,149.62,0.3267,0.5953,0.5765
no_exercise,106.01,110.21,137.47,147.87,0.31,0.5893,0.5547
no_exercise,106.47,111.82,137.39,145.7,0.304,0.5625,0.534
no_exercise,105.44,110.61,133.68,146.87,0.3002,0.5693,0.5336
no_exercise,107.88,114.18,133.28,154.92,0.2877,0.5892,0.5418
no_exercise,106.39,107.9,129.31,150.53,0.2867,0.616,0.5896
no_exercise,109.49,111.84,130.68,158.37,0.2675,0.5903,0.5885
no_exercise,109.02,109.51,128.87,158.42,0.2595,0.6072,0.603
no_exercise,112.95,110.32,127.2,154.44,0.2522,0.6012,0.5969
no_exercise,105.33,109.95,127.08,152.01,0.2584,0.5907,0.5857
no_exercise,109.33,118.04,126.73,157.21,0.2731,0.5715,0.5886
no_exercise,108.45,109.96,124.77,153.76,0.2568,0.5528,0.5902
no_exercise,107.29,112.23,126.4,157.2,0.2591,0.5467,0.5726
no_exercise,106.73,111.12,126.83,158.39,0.2423,0.54,0.5604
no_exercise,104.76,110.15,126.3,157.35,0.2468,0.5692,0.5717
no_exercise,116.54,110.03,127.34,158.31,0.2451,0.5176,0.5585
no_exercise,108.01,116.87,125.73,157.36,0.241,0.5493,0.5306
no_exercise,106.41,113.77,126.09,160.3,0.2305,0.5421,0.5365
no_exercise,106.4,112.84,124.38,159.06,0.2311,0.5418,0.5354
no_exercise,103.31,110.66,120.47,156.99,0.2303,0.5369,0.5366
no_exercise,100.51,107.66,120.72,156.99,0.2284,0.5405,0.5381
no_exercise,95.67,103.7,121.93,156.51,0.2221,0.5422,0.5377
no_exercise,98.81,108.17,122.95,159.56,0.216,0.5257,0.5115
no_exercise,95.44,104.17,121.96,156.11,0.2138,0.5283,0.5083
no_exercise,97.76,103.6,121.44,152.56,0.2151,0.5278,0.5069
no_exercise,96.15,106.84,119.92,151.52,0.2198,0.5298,0.5056
no_exercise,100.11,110.21,120.03,153.65,0.2154,0.522,0.4906
no_exercise,94.07,106.64,120.45,152.65,0.1992,0.5243,0.5047
no_exercise,108.06,115.62,124.13,155.06,0.1993,0.5075,0.4902
no_exercise,105.1,113.03,122.42,153.79,0.1981,0.491,0.4805
no_exercise,102.71,112.26,123.46,152.24,0.197,0.4777,0.4717
no_exercise,102.5,110.68,121.09,154.99,0.1907,0.4618,0.4655
no_exercise,100.04,112.09,120.39,155.27,0.1895,0.4496,0.4568
no_exercise,99.48,107.9,122.2,156.6,0.1781,0.4654,0.4458
no_exercise,82.5,107.86,121.45,158.22,0.1756,0.4539,0.4239
no_exercise,85.21,107.0,124.29,159.61,0.1756,0.4378,0.4209
no_exercise,93.44,106.24,124.62,158.46,0.1701,0.435,0.4226
no_exercise,102.71,109.61,124.73,158.17,0.1666,0.4215,0.4196
no_exercise,101.92,114.17,131.34,160.91,0.171,0.3934,0.4076
no_exercise,101.01,115.73,128.85,162.61,0.1585,0.3962,0.4003
no_exercise,93.46,104.63,129.55,159.76,0.1614,0.4106,0.4088
no_exercise,98.77,104.39,131.59,160.62,0.1655,0.3948,0.3987
no_exercise,108.59,107.72,137.99,164.05,0.17,0.3777,0.3952
no_exercise,97.38,108.56,135.99,162.04,0.1614,0.4086,0.3864
no_exercise,106.78,115.71,139.18,162.84,0.1622,0.3797,0.3734
no_exercise,112.04,120.54,138.87,163.84,0.1661,0.3744,0.3783
no_exercise,115.57,121.44,139.85,163.72,0.1652,0.3737,0.3722
no_exercise,114.85,123.51,140.06,162.99,0.1616,0.3746,0.3747
no_exercise,112.19,119.76,138.0,161.88,0.1601,0.3843,0.3839
no_exercise,110.69,114.66,135.0,156.89,0.1618,0.3863,0.3814
no_exercise,113.79,119.11,135.6,156.74,0.1627,0.3818,0.368
no_exercise,114.14,126.08,138.46,154.75,0.1607,0.3774,0.3574
no_exercise,114.03,120.3,130.58,154.31,0.1566,0.3785,0.3669
no_exercise,112.54,116.59,129.51,151.57,0.154,0.3674,0.3612
no_exercise,110.37,114.24,128.74,151.44,0.1509,0.3684,0.3637
no_exercise,111.42,110.86,127.98,151.22,0.1504,0.3705,0.3709
no_exercise,110.15,104.34,127.75,150.1,0.1481,0.3748,0.376
no_exercise,111.95,106.88,128.58,150.9,0.1491,0.3751,0.3682
no_exercise,109.87,104.11,130.66,149.5,0.1487,0.3787,0.3626
no_exercise,112.23,103.17,132.32,148.72,0.1503,0.3744,0.3649
no_exercise,115.73,103.95,133.42,149.79,0.1467,0.37,0.3572
no_exercise,114.43,103.35,134.66,148.02,0.1404,0.3684,0.3581
no_exercise,113.05,104.43,138.89,144.88,0.1369,0.363,0.3545
no_exercise,111.08,105.39,140.19,142.93,0.1362,0.3628,0.3545
no_exercise,113.09,105.16,140.22,144.24,0.135,0.364,0.3586
no_exercise,112.3,107.52,139.6,145.77,0.1339,0.3657,0.3554
no_exercise,109.11,108.03,139.6,146.37,0.1322,0.3602,0.3639
no_exercise,108.1,110.28,138.29,145.05,0.1317,0.3613,0.3652
no_exercise,108.62,113.68,134.16,142.33,0.1311,0.3605,0.3692
no_exercise,109.36,113.78,133.86,142.33,0.1303,0.3611,0.3668
no_exercise,108.61,113.02,131.4,140.09,0.1305,0.3619,0.3677
no_exercise,105.84,110.96,133.45,140.18,0.1323,0.3633,0.3669
no_exercise,101.9,110.91,130.21,137.44,0.1378,0.3721,0.3664
no_exercise,103.11,109.98,129.39,137.02,0.1379,0.3689,0.3704
no_exercise,103.8,109.57,130.69,135.45,0.1377,0.3687,0.3728
no_exercise,102.0,110.4,129.9,135.93,0.1382,0.3736,0.3733
no_exercise,100.72,111.66,128.81,135.59,0.1381,0.3795,0.3761
no_exercise,99.51,111.38,128.17,135.87,0.1372,0.3823,0.3765
no_exercise,100.51,110.44,129.92,137.27,0.1365,0.381,0.3795
no_exercise,101.33,110.47,129.68,137.19,0.1366,0.3794,0.3781
no_exercise,103.6,108.05,130.8,137.3,0.1335,0.3776,0.3821
no_exercise,104.92,107.27,131.02,136.79,0.1326,0.3768,0.3815
no_exercise,107.64,108.2,129.74,136.71,0.1316,0.3705,0.3753
no_exercise,108.97,107.98,128.48,136.06,0.1314,0.3683,0.3718
no_exercise,109.92,108.33,127.23,135.66,0.1312,0.3684,0.3703
no_exercise,108.67,109.65,128.64,138.01,0.1293,0.3722,0.3664
no_exercise,108.42,110.16,128.85,138.14,0.1287,0.3739,0.3679
no_exercise,108.05,112.47,127.7,136.22,0.1284,0.3737,0.3634
no_exercise,108.84,112.14,128.18,137.53,0.127,0.3703,0.3622
no_exercise,108.22,111.73,126.35,137.46,0.1274,0.374,0.3649
no_exercise,107.51,110.8,127.33,138.7,0.1275,0.3717,0.3643
no_exercise,106.82,110.67,128.13,139.25,0.1275,0.3697,0.3597
no_exercise,104.82,111.01,129.14,138.41,0.1279,0.3842,0.3656
no_exercise,105.11,111.45,131.81,138.39,0.1294,0.3825,0.3694
no_exercise,104.01,110.1,133.07,142.49,0.13,0.3785,0.3748
no_exercise,107.87,109.04,134.04,142.99,0.1327,0.3756,0.3785
no_exercise,108.54,110.06,133.68,141.56,0.1348,0.3808,0.3832
no_exercise,112.06,107.62,121.83,142.06,0.144,0.3826,0.3825
no_exercise,114.33,105.65,119.26,140.76,0.1498,0.3777,0.3874
no_exercise,114.19,106.34,119.32,136.4,0.1536,0.3786,0.3886
no_exercise,116.67,109.56,121.22,135.04,0.1487,0.3672,0.3868
no_exercise,114.27,110.78,121.84,135.03,0.1441,0.3677,0.3874
no_exercise,114.42,111.63,123.12,134.61,0.1405,0.3706,0.3902
no_exercise,113.43,112.06,128.01,143.71,0.1428,0.3737,0.3908
no_exercise,114.41,113.29,128.32,143.24,0.1426,0.3759,0.3906
no_exercise,113.47,114.75,129.46,144.77,0.1405,0.3746,0.3886
no_exercise,116.04,115.43,132.3,146.89,0.1426,0.3649,0.3889
no_exercise,114.33,113.23,130.23,144.51,0.1457,0.369,0.3915
no_exercise,115.18,108.7,131.47,143.34,0.1504,0.378,0.3973
no_exercise,124.88,110.31,121.15,154.8,0.1641,0.41,0.3763
no_exercise,127.34,108.16,124.49,151.8,0.1722,0.4018,0.3826
no_exercise,123.49,106.1,122.66,151.87,0.1795,0.3875,0.3843
no_exercise,123.53,106.1,126.05,148.94,0.1884,0.3942,0.388
no_exercise,121.96,103.63,120.78,147.06,0.1936,0.3971,0.3937
no_exercise,120.2,101.28,119.87,146.52,0.1838,0.3983,0.4019
no_exercise,121.88,102.01,122.68,148.12,0.1827,0.3925,0.4002
no_exercise,123.15,101.11,124.21,149.29,0.1876,0.3875,0.4018
no_exercise,123.3,98.71,110.08,147.15,0.1893,0.3943,0.4042
no_exercise,126.28,97.66,115.1,144.01,0.2099,0.3972,0.4075
no_exercise,125.75,99.37,114.83,147.38,0.2144,0.4088,0.4019
no_exercise,128.06,98.96,118.92,143.9,0.2103,0.4003,0.4042
no_exercise,127.99,96.6,114.59,141.92,0.2116,0.3991,0.4091
no_exercise,131.77,95.6,112.79,137.37,0.2267,0.4137,0.4082
no_exercise,134.26,96.29,113.05,136.33,0.2281,0.4172,0.4064
no_exercise,139.12,96.21,115.7,136.62,0.2365,0.4243,0.4063
no_exercise,148.53,95.95,116.76,136.27,0.3151,0.4063,0.4079
no_exercise,149.42,94.31,113.25,133.37,0.3234,0.4051,0.4132
no_exercise,153.02,94.83,114.36,133.62,0.34,0.4098,0.4135
no_exercise,156.91,98.47,118.01,138.02,0.358,0.3946,0.3982
no_exercise,155.97,97.45,124.32,148.49,0.3499,0.39,0.3976
no_exercise,159.48,99.96,128.14,152.33,0.3635,0.3926,0.385
no_exercise,167.9,95.58,134.41,152.24,0.4331,0.3851,0.39
no_exercise,171.98,94.5,134.6,153.18,0.4976,0.3913,0.3905
no_exercise,171.54,98.9,133.6,157.6,0.5029,0.3838,0.3852
no_exercise,170.36,100.12,136.4,159.08,0.5292,0.389,0.3787
no_exercise,169.78,106.16,140.13,164.71,0.5134,0.3786,0.3721
no_exercise,146.0,123.63,152.1,168.28,0.4962,0.3681,0.338
no_exercise,147.22,127.52,156.67,166.57,0.493,0.3706,0.3359
no_exercise,138.55,121.31,153.26,165.0,0.4824,0.3778,0.3604
no_exercise,132.09,135.59,155.3,165.08,0.479,0.3792,0.3464
no_exercise,128.88,148.22,157.97,167.08,0.4815,0.3856,0.3344
no_exercise,130.27,139.38,163.38,172.95,0.4365,0.3911,0.2836
no_exercise,132.64,141.14,162.92,172.42,0.4196,0.3932,0.2832
no_exercise,133.09,132.25,160.76,169.72,0.4245,0.3979,0.2847
no_exercise,129.43,123.85,159.88,164.71,0.4189,0.4067,0.3466
no_exercise,128.92,112.57,158.31,162.69,0.4231,0.4063,0.3776
no_exercise,130.68,130.39,160.53,162.58,0.4226,0.3999,0.3235
no_exercise,127.52,139.35,163.48,164.29,0.3992,0.4208,0.3324
no_exercise,127.79,139.21,162.93,166.02,0.4055,0.424,0.3735
no_exercise,126.59,134.55,164.05,164.62,0.4054,0.4318,0.4124
no_exercise,129.18,140.14,167.31,165.99,0.3556,0.4173,0.3816
no_exercise,129.78,141.48,166.93,168.29,0.3618,0.4088,0.3886
no_exercise,131.72,142.54,175.36,172.07,0.3621,0.3969,0.3742
no_exercise,131.05,140.2,173.83,171.23,0.3414,0.3934,0.341
no_exercise,133.21,128.11,171.94,172.68,0.2771,0.3723,0.2813
no_exercise,131.56,135.37,168.75,172.11,0.27,0.3715,0.251
no_exercise,133.6,133.04,167.98,169.76,0.2351,0.3629,0.2436
no_exercise,140.35,137.99,164.43,169.6,0.2037,0.3515,0.2969
no_exercise,139.08,133.99,161.93,169.38,0.2025,0.3489,0.2915
no_exercise,147.73,154.07,158.98,169.99,0.1645,0.3505,0.3388
no_exercise,148.53,153.48,158.55,170.51,0.1645,0.3499,0.3426
no_exercise,146.52,152.45,159.59,171.45,0.1692,0.3521,0.3329
no_exercise,144.41,155.95,152.16,170.86,0.1756,0.3507,0.3096
no_exercise,133.86,119.64,133.75,154.07,0.1275,0.3421,0.3355
no_exercise,121.61,111.73,131.85,149.75,0.1366,0.3461,0.331
no_exercise,118.9,111.36,133.35,152.68,0.1265,0.3457,0.3015
no_exercise,163.82,173.4,155.73,166.38,0.1367,0.256,0.2803
no_exercise,169.84,135.73,167.92,170.47,0.3328,0.2516,0.3441
no_exercise,160.03,141.47,161.93,165.04,0.3227,0.2457,0.3418
no_exercise,160.42,133.74,160.28,169.96,0.398,0.2468,0.352
no_exercise,147.54,132.63,164.92,170.61,0.4371,0.238,0.3787
no_exercise,142.54,135.44,164.37,170.63,0.4493,0.2421,0.3806
no_exercise,146.21,138.14,159.67,168.93,0.4312,0.4236,0.3598
no_exercise,146.99,138.43,162.18,175.07,0.4073,0.4469,0.3612
no_exercise,139.97,135.91,161.73,170.3,0.4083,0.331,0.3608
no_exercise,137.75,129.88,159.31,172.85,0.4751,0.3029,0.3984
no_exercise,116.41,136.79,154.66,172.25,0.4655,0.2994,0.3715
no_exercise,122.21,140.0,154.43,172.72,0.4611,0.3375,0.3805
no_exercise,129.76,144.44,155.7,173.26,0.4734,0.3492,0.3747
no_exercise,132.71,147.59,153.87,167.2,0.4865,0.3626,0.3776
no_exercise,134.1,148.57,152.66,168.06,0.4844,0.3714,0.378
no_exercise,109.54,166.82,144.96,164.76,0.4797,0.4046,0.3761
no_exercise,122.0,167.58,142.17,153.0,0.4771,0.3499,0.3836
no_exercise,127.18,167.25,142.2,157.78,0.4602,0.3421,0.3988
no_exercise,129.73,167.77,140.43,159.46,0.4147,0.3363,0.3883
no_exercise,124.88,172.62,141.21,155.88,0.4005,0.3535,0.4031
no_exercise,114.42,152.28,135.33,148.17,0.2453,0.3668,0.4088
no_exercise,114.27,135.86,136.65,144.24,0.1881,0.3707,0.434
no_exercise,117.3,133.72,143.62,150.37,0.1761,0.3646,0.4367
no_exercise,113.23,135.25,143.38,148.24,0.1832,0.3715,0.4378
no_exercise,112.93,128.11,142.0,146.91,0.1758,0.3761,0.4428
no_exercise,116.81,126.26,140.8,148.01,0.1758,0.3762,0.4421
no_exercise,122.21,129.52,140.43,147.21,0.1718,0.3713,0.4287
no_exercise,115.8,129.02,138.97,143.19,0.1683,0.3958,0.4238
no_exercise,128.09,133.41,141.26,146.25,0.167,0.3705,0.413
no_exercise,128.12,136.76,142.3,149.93,0.1679,0.3729,0.4073
no_exercise,134.17,142.52,142.8,152.75,0.1692,0.3694,0.4027
no_exercise,136.62,137.11,141.54,155.34,0.1681,0.3644,0.3973
no_exercise,132.77,130.08,143.96,148.9,0.1681,0.374,0.4059
no_exercise,123.41,130.14,139.3,146.5,0.1737,0.3963,0.3985
